interaction_id,user_id,session_id,turn_index,timestamp,support_mode,fragment,fragment_word_count,pause_intervals,repetition_detected,camera_enabled,visible_objects,pointing_target,pointing_confidence,candidate_1,candidate_2,candidate_3,top1_before_learning,confirmed_text,user_feedback,reward,memory_similarity,learned_rank_score,policy_version,split
i_01318,user_39,user_39_s04,32,1700048766,prefer_not_to_say,can we... tired...,3,2.1,0,1,break;glasses,,0.0,I need some water.,I need my glasses.,I need a break.,I need some water.,I need a break.,rejected,-1,0.468,0.54,3,train
i_01319,user_40,user_40_s04,32,1700048803,prefer_not_to_say,I want... that... loud...,4,0.7,1,1,quiet;headphones,quiet,0.94,I need my headphones.,It is too loud.,I need my jacket.,I need my headphones.,It is too loud.,rejected,-1,0.435,0.812,3,train
i_01320,user_01,user_01_s04,33,1700048840,prefer_not_to_say,cup...,1,2.2;2.2,0,0,,,0.0,I need my tablet.,I need some water.,I need my phone.,I need some water.,I need some water.,accepted,1,0.95,0.685,8,train
i_01321,user_02,user_02_s04,33,1700048877,aphasia_word_finding,I need... home...,3,2.5,1,0,,,0.0,I need my charger.,I need my blanket.,I want to leave.,I need my blanket.,I want to leave.,rejected,-1,0.665,0.6,4,train
i_01322,user_03,user_03_s04,33,1700048914,aphasia_word_finding,can we... thing...,3,1.1,0,1,headphones;charger,,0.0,I need my tablet.,I need my charger.,I need my headphones.,I need my tablet.,I need my headphones.,rejected,-1,0.851,0.655,5,train
i_01323,user_04,user_04_s04,33,1700048951,prefer_not_to_say,I... um... cannot...,3,1.2,0,0,,,0.0,I need help.,I need my tablet.,I need my notebook.,I need my tablet.,I need help.,rejected,-1,0.95,0.685,7,train
i_01324,user_05,user_05_s04,33,1700048988,aac,stuck...,1,1.1;2.8,0,1,help;notebook,help,0.59,I need help.,I need my glasses.,I need my notebook.,I need help.,I need help.,accepted,1,0.786,0.813,5,train
i_01325,user_06,user_06_s04,33,1700049025,autism_neurodivergent,I need... that... stuck...,4,2.1,0,1,jacket;help,,0.0,I need my jacket.,I need my tablet.,I need help.,I need help.,I need help.,accepted,1,0.777,0.633,5,train
i_01326,user_07,user_07_s04,33,1700049062,aphasia_word_finding,can we... soft...,3,2.1;1.7,0,0,,,0.0,I need my blanket.,I need some water.,I need my headphones.,I need my blanket.,I need my blanket.,accepted,1,0.465,0.54,3,train
i_01327,user_08,user_08_s04,33,1700049099,cognitive_fatigue,thing...,1,0.6;1.9,0,0,,,0.0,I need my glasses.,I need my headphones.,I need some water.,I need my glasses.,I need my headphones.,rejected,-1,0.625,0.588,4,train
i_01328,user_09,user_09_s04,33,1700049136,autism_neurodivergent,I need... that... cold...,4,2.1;0.8,0,1,blanket;glasses,,0.0,I need my blanket.,I need my jacket.,I need my glasses.,I need my glasses.,I need my blanket.,rejected,-1,0.093,0.428,1,train
i_01329,user_10,user_10_s04,33,1700049173,autism_neurodivergent,I need... that... stuck...,4,0.6,0,0,,,0.0,I need my phone.,I need my charger.,I need help.,I need help.,I need help.,accepted,1,0.294,0.488,2,train
i_01330,user_11,user_11_s04,33,1700049210,aac,I want... that... much...,4,2.5;2.1,1,1,break;headphones,break,0.8,I need my phone.,I need a break.,I need my headphones.,I need a break.,I need a break.,accepted,1,0.95,0.925,6,train
i_01331,user_12,user_12_s04,33,1700049247,aac,I want... that... cup...,4,0.8,0,0,,,0.0,I need my headphones.,I need some water.,I need my notebook.,I need my headphones.,I need some water.,rejected,-1,0.95,0.685,9,train
i_01332,user_13,user_13_s04,33,1700049284,aac,I need... thing...,3,1.1;1.0,0,1,blanket;headphones,,0.0,I need my blanket.,I need my glasses.,I need my headphones.,I need my blanket.,I need my headphones.,rejected,-1,0.451,0.535,3,train
i_01333,user_14,user_14_s04,33,1700049321,cognitive_fatigue,can you get... much...,4,1.3;1.9,0,1,break;tablet,,0.0,I need my keys.,I need my tablet.,I need a break.,I need my keys.,I need a break.,rejected,-1,0.441,0.532,3,train
i_01334,user_15,user_15_s04,33,1700049358,cognitive_fatigue,I want... that... home...,4,1.2;1.0,0,0,,,0.0,I need my jacket.,I need my headphones.,I want to leave.,I need my jacket.,I want to leave.,rejected,-1,0.829,0.649,5,train
i_01335,user_16,user_16_s04,33,1700049395,cognitive_fatigue,I want... that... much...,4,2.3,0,1,blanket;quiet,quiet,0.81,I need my blanket.,I need my notebook.,It is too loud.,It is too loud.,It is too loud.,accepted,1,0.479,0.787,3,train
i_01336,user_17,user_17_s04,33,1700049432,aphasia_word_finding,I need... cold...,3,2.0,0,0,,,0.0,I need my blanket.,I need my jacket.,I need my charger.,I need my blanket.,I need my blanket.,accepted,1,0.327,0.498,2,train
i_01337,user_18,user_18_s04,33,1700049469,cognitive_fatigue,I want... that... stuck...,4,2.1;1.0,0,1,help;jacket,,0.0,I need help.,I need my jacket.,I need my glasses.,I need my glasses.,I need help.,rejected,-1,0.131,0.439,1,train
i_01338,user_19,user_19_s04,33,1700049506,aphasia_word_finding,uh... noise... noise...,3,0.8;2.5,0,0,,,0.0,I need my keys.,I need my notebook.,It is too loud.,I need my notebook.,It is too loud.,rejected,-1,0.659,0.598,4,train
i_01339,user_20,user_20_s04,33,1700049543,prefer_not_to_say,I want... that... warm...,4,2.3;0.7,0,0,,,0.0,I need my notebook.,I need my jacket.,I need some water.,I need my notebook.,I need my jacket.,rejected,-1,0.95,0.685,9,train
i_01340,user_21,user_21_s04,33,1700049580,aphasia_word_finding,can you get... much...,4,2.6;1.8,0,1,headphones;break,break,0.56,I need a break.,I need my phone.,I need my headphones.,I need a break.,I need a break.,accepted,1,0.06,0.586,1,train
i_01341,user_22,user_22_s04,33,1700049617,cognitive_fatigue,soft...,1,1.5;0.6,0,1,keys;blanket,,0.0,I need my keys.,I need some water.,I need my blanket.,I need some water.,I need my blanket.,rejected,-1,0.635,0.591,4,train
i_01342,user_23,user_23_s04,33,1700049654,aac,stop...,1,2.5;0.8,0,1,headphones;break,break,0.58,I need a break.,I need my notebook.,I need my headphones.,I need my notebook.,I need a break.,rejected,-1,0.594,0.752,4,train
i_01343,user_24,user_24_s04,33,1700049691,prefer_not_to_say,I need... that... people...,4,2.7;1.6,0,1,notebook;alone,,0.0,I need my notebook.,I need my blanket.,I want to be alone for a bit.,I need my blanket.,I want to be alone for a bit.,rejected,-1,0.633,0.59,4,train
i_01344,user_25,user_25_s04,33,1700049728,cognitive_fatigue,I want... that... much...,4,0.7;2.4,0,0,,,0.0,I need a break.,I need my charger.,I need my jacket.,I need a break.,I need a break.,accepted,1,0.437,0.531,3,train
i_01345,user_26,user_26_s04,33,1700049765,cognitive_fatigue,I need... read...,3,1.2,0,1,glasses;water,glasses,0.76,I need my glasses.,I need my notebook.,I need some water.,I need my notebook.,I need my glasses.,rejected,-1,0.313,0.722,2,train
i_01346,user_27,user_27_s04,33,1700049802,prefer_not_to_say,can we... stop...,3,2.2;1.9,0,0,,,0.0,I need my phone.,I need my headphones.,I need a break.,I need my phone.,I need a break.,rejected,-1,0.95,0.685,7,train
i_01347,user_28,user_28_s04,33,1700049839,prefer_not_to_say,I need... that... metal...,4,1.1,0,0,,,0.0,I need my keys.,I need my notebook.,I need my glasses.,I need my notebook.,I need my keys.,rejected,-1,0.11,0.433,1,train
i_01348,user_29,user_29_s04,33,1700049876,aphasia_word_finding,I need... stuck...,3,1.1,1,1,jacket;help,help,0.85,I need my blanket.,I need my jacket.,I need help.,I need help.,I need help.,accepted,1,0.457,0.792,3,train
i_01349,user_30,user_30_s04,33,1700049913,other,noise...,1,2.6;0.9,1,1,quiet;keys,quiet,0.77,It is too loud.,I need my charger.,I need my keys.,It is too loud.,It is too loud.,accepted,1,0.843,0.884,5,train
i_01350,user_31,user_31_s04,33,1700049950,cognitive_fatigue,I want... that... cord...,4,1.1;1.8,0,1,charger;tablet,charger,0.86,I need my charger.,I need my blanket.,I need my tablet.,I need my charger.,I need my charger.,accepted,1,0.444,0.791,3,train
i_01351,user_32,user_32_s04,33,1700049987,cognitive_fatigue,can you get... door...,4,1.6;2.7,1,1,keys;phone,,0.0,I need my phone.,I need some water.,I need my keys.,I need my phone.,I need my keys.,rejected,-1,0.777,0.633,5,train
i_01352,user_33,user_33_s04,33,1700050024,other,I... um... metal...,3,0.9;2.6,0,1,notebook;keys,,0.0,I need my keys.,I need my notebook.,I need my jacket.,I need my keys.,I need my keys.,accepted,1,0.95,0.685,7,train
i_01353,user_34,user_34_s04,33,1700050061,speech_language,I want... that... thing...,4,2.8,0,1,headphones;keys,,0.0,I need my notebook.,I need my headphones.,I need my keys.,I need my notebook.,I need my headphones.,rejected,-1,0.074,0.422,1,train
i_01354,user_35,user_35_s04,33,1700050098,aphasia_word_finding,I... um... noise...,3,2.6,0,1,glasses;quiet,,0.0,I need my glasses.,It is too loud.,I need my jacket.,It is too loud.,It is too loud.,accepted,1,0.95,0.685,6,train
i_01355,user_36,user_36_s04,33,1700050135,cognitive_fatigue,can we... stuck...,3,0.7,0,1,help;blanket,help,0.58,I need help.,I need my notebook.,I need my blanket.,I need help.,I need help.,accepted,1,0.95,0.859,8,train
i_01356,user_37,user_37_s04,33,1700050172,autism_neurodivergent,uh... much... much...,3,2.0,1,1,quiet;water,,0.0,I need my glasses.,I need some water.,It is too loud.,I need my glasses.,It is too loud.,rejected,-1,0.488,0.546,3,train
i_01357,user_38,user_38_s04,33,1700050209,autism_neurodivergent,can you get... home...,4,1.2,0,1,leave;jacket,,0.0,I need my jacket.,I want to leave.,I need some water.,I want to leave.,I want to leave.,accepted,1,0.509,0.553,3,train
i_01358,user_39,user_39_s04,33,1700050246,prefer_not_to_say,can we... see...,3,2.6;2.6,1,0,,,0.0,I need my phone.,I need my headphones.,I need my glasses.,I need my phone.,I need my glasses.,rejected,-1,0.464,0.539,3,train
i_01359,user_40,user_40_s04,33,1700050283,prefer_not_to_say,can you get... app...,4,1.0,1,0,,,0.0,I need my tablet.,I need my keys.,I need my charger.,I need my charger.,I need my tablet.,rejected,-1,0.425,0.528,3,train
i_01360,user_01,user_01_s04,34,1700050320,prefer_not_to_say,noise...,1,1.4,0,1,quiet;glasses,,0.0,I need my glasses.,It is too loud.,I need my phone.,I need my phone.,It is too loud.,rejected,-1,0.306,0.492,2,train
i_01361,user_02,user_02_s04,34,1700050357,aphasia_word_finding,I want... that... stuck...,4,1.9;0.6,0,0,,,0.0,I need my keys.,I need help.,I need my jacket.,I need my keys.,I need help.,rejected,-1,0.438,0.531,3,train
i_01362,user_03,user_03_s04,34,1700050394,aphasia_word_finding,I... um... thing...,3,2.5;2.7,0,0,,,0.0,I need my tablet.,I need my phone.,I need my jacket.,I need my tablet.,I need my phone.,rejected,-1,0.632,0.59,4,train
i_01363,user_04,user_04_s04,34,1700050431,prefer_not_to_say,I need... that... thing...,4,1.5,0,0,,,0.0,I need my headphones.,I need my phone.,I need my charger.,I need my headphones.,I need my headphones.,accepted,1,0.477,0.543,3,train
i_01364,user_05,user_05_s04,34,1700050468,aac,can we... go...,3,2.0,0,1,leave;glasses,,0.0,I need my glasses.,I want to leave.,I need my charger.,I need my glasses.,I want to leave.,rejected,-1,0.442,0.533,3,train
i_01365,user_06,user_06_s04,34,1700050505,autism_neurodivergent,uh... screen... screen...,3,2.7,1,0,,,0.0,I need my headphones.,I need my tablet.,I need my jacket.,I need my jacket.,I need my tablet.,rejected,-1,0.289,0.487,2,train
i_01366,user_07,user_07_s04,34,1700050542,aphasia_word_finding,I need... cannot...,3,0.6;1.6,0,0,,,0.0,I need help.,I need my glasses.,I need some water.,I need help.,I need help.,accepted,1,0.95,0.685,6,train
i_01367,user_08,user_08_s04,34,1700050579,cognitive_fatigue,uh... home... home...,3,1.7,0,0,,,0.0,I need my headphones.,I need my charger.,I want to leave.,I need my charger.,I want to leave.,rejected,-1,0.499,0.55,3,train
i_01368,user_09,user_09_s04,34,1700050616,autism_neurodivergent,I want... that... stuck...,4,1.7,0,1,phone;help,,0.0,I need my notebook.,I need my phone.,I need help.,I need my notebook.,I need help.,rejected,-1,0.95,0.685,6,train
i_01369,user_10,user_10_s04,34,1700050653,autism_neurodivergent,uh... cannot... cannot...,3,2.2,0,0,,,0.0,I need help.,I need my charger.,I need my glasses.,I need help.,I need help.,accepted,1,0.5,0.55,3,train
i_01370,user_11,user_11_s04,34,1700050690,aac,I... um... drink...,3,1.4;1.0,0,0,,,0.0,I need some water.,I need my jacket.,I need my glasses.,I need my glasses.,I need some water.,rejected,-1,0.824,0.647,5,train
i_01371,user_12,user_12_s04,34,1700050727,aac,uh... warm... warm...,3,1.0,0,0,,,0.0,I need my keys.,I need my notebook.,I need my jacket.,I need my keys.,I need my jacket.,rejected,-1,0.611,0.583,4,train
i_01372,user_13,user_13_s04,34,1700050764,aac,much...,1,2.6,0,0,,,0.0,I need my phone.,I need my glasses.,I need a break.,I need my phone.,I need a break.,rejected,-1,0.95,0.685,7,train
i_01373,user_14,user_14_s04,34,1700050801,cognitive_fatigue,can you get... screen...,4,2.3,0,1,headphones;tablet,tablet,0.84,I need my tablet.,I need my headphones.,I need my notebook.,I need my tablet.,I need my tablet.,accepted,1,0.606,0.834,4,train
i_01374,user_15,user_15_s04,34,1700050838,cognitive_fatigue,uh... thing... thing...,3,0.9;0.7,0,1,headphones;phone,,0.0,I need my phone.,I need my tablet.,I need my headphones.,I need my phone.,I need my phone.,accepted,1,0.95,0.685,7,train
i_01375,user_16,user_16_s04,34,1700050875,cognitive_fatigue,can you get... stop...,4,0.8,0,1,water;break,,0.0,I need a break.,I need some water.,I need my phone.,I need some water.,I need a break.,rejected,-1,0.1,0.43,1,train
i_01376,user_17,user_17_s04,34,1700050912,aphasia_word_finding,I... um... cord...,3,2.1;2.5,0,0,,,0.0,I need my blanket.,I need my charger.,I need my notebook.,I need my blanket.,I need my charger.,rejected,-1,0.232,0.47,2,train
i_01377,user_18,user_18_s04,34,1700050949,cognitive_fatigue,uh... stuck... stuck...,3,1.8,1,1,tablet;help,,0.0,I need my keys.,I need my tablet.,I need help.,I need help.,I need help.,accepted,1,0.308,0.492,2,train
i_01378,user_19,user_19_s04,34,1700050986,aphasia_word_finding,can we... cup...,3,2.8,0,1,water;tablet,water,0.86,I need my tablet.,I need my keys.,I need some water.,I need some water.,I need some water.,accepted,1,0.629,0.847,4,train
i_01379,user_20,user_20_s04,34,1700051023,prefer_not_to_say,can you get... much...,4,1.3;0.7,0,0,,,0.0,I need a break.,I need my charger.,I need my glasses.,I need my charger.,I need a break.,rejected,-1,0.78,0.634,5,train
i_01380,user_21,user_21_s04,34,1700051060,aphasia_word_finding,I need... that... cup...,4,0.9;0.9,0,0,,,0.0,I need my glasses.,I need some water.,I need my phone.,I need my glasses.,I need some water.,rejected,-1,0.275,0.483,2,train
i_01381,user_22,user_22_s04,34,1700051097,cognitive_fatigue,I need... blue...,3,1.1,0,1,charger;notebook,notebook,0.82,I need my charger.,I need my notebook.,I need my headphones.,I need my notebook.,I need my notebook.,accepted,1,0.867,0.906,5,train
i_01382,user_23,user_23_s04,34,1700051134,aac,I want... that... go...,4,0.7,0,0,,,0.0,I need my jacket.,I want to leave.,I need my tablet.,I need my tablet.,I want to leave.,rejected,-1,0.297,0.489,2,train
i_01383,user_24,user_24_s04,34,1700051171,prefer_not_to_say,uh... tired... tired...,3,1.6;1.3,0,1,phone;break,break,0.56,I need my glasses.,I need a break.,I need my phone.,I need my phone.,I need a break.,rejected,-1,0.495,0.717,3,train
i_01384,user_25,user_25_s04,34,1700051208,cognitive_fatigue,uh... people... people...,3,0.9,0,0,,,0.0,I need some water.,I need my charger.,I want to be alone for a bit.,I need my charger.,I want to be alone for a bit.,rejected,-1,0.95,0.685,7,train
i_01385,user_26,user_26_s04,34,1700051245,cognitive_fatigue,cold...,1,1.8,0,1,water;blanket,,0.0,I need my notebook.,I need some water.,I need my blanket.,I need some water.,I need my blanket.,rejected,-1,0.592,0.578,4,train
i_01386,user_27,user_27_s04,34,1700051282,prefer_not_to_say,I want... that... soft...,4,1.3,0,0,,,0.0,I need my blanket.,I need my phone.,I need my tablet.,I need my phone.,I need my blanket.,rejected,-1,0.495,0.548,3,train
i_01387,user_28,user_28_s04,34,1700051319,prefer_not_to_say,I need... drink...,3,2.2;1.7,0,0,,,0.0,I need my jacket.,I need my glasses.,I need some water.,I need my jacket.,I need some water.,rejected,-1,0.098,0.429,1,train
i_01388,user_29,user_29_s04,34,1700051356,aphasia_word_finding,uh... cable... cable...,3,1.1,0,0,,,0.0,I need my charger.,I need my headphones.,I need my glasses.,I need my charger.,I need my charger.,accepted,1,0.459,0.538,3,train
i_01389,user_30,user_30_s04,34,1700051393,other,can you get... warm...,4,2.1;1.6,0,0,,,0.0,I need my jacket.,I need some water.,I need my glasses.,I need my jacket.,I need my jacket.,accepted,1,0.445,0.534,3,train
i_01390,user_31,user_31_s04,34,1700051430,cognitive_fatigue,I want... that... cold...,4,2.3;1.1,0,0,,,0.0,I need my tablet.,I need my blanket.,I need my glasses.,I need my glasses.,I need my blanket.,rejected,-1,0.275,0.483,2,train
i_01391,user_32,user_32_s04,34,1700051467,cognitive_fatigue,can we... drink...,3,1.7;1.1,0,0,,,0.0,I need some water.,I need my charger.,I need my glasses.,I need my glasses.,I need some water.,rejected,-1,0.796,0.639,5,train
i_01392,user_33,user_33_s04,34,1700051504,other,can you get... stuck...,4,0.8;2.1,0,0,,,0.0,I need my charger.,I need my headphones.,I need help.,I need my charger.,I need help.,rejected,-1,0.446,0.534,3,train
i_01393,user_34,user_34_s04,34,1700051541,speech_language,I need... that... out...,4,2.8,0,1,leave;glasses,,0.0,I need my glasses.,I want to leave.,I need some water.,I need some water.,I want to leave.,rejected,-1,0.615,0.585,4,train
i_01394,user_35,user_35_s04,34,1700051578,aphasia_word_finding,I want... that... much...,4,0.6;2.5,1,0,,,0.0,I need a break.,I need some water.,I need my keys.,I need a break.,I need a break.,accepted,1,0.6,0.58,4,train
i_01395,user_36,user_36_s04,34,1700051615,cognitive_fatigue,uh... read... read...,3,1.9,0,1,keys;glasses,,0.0,I need my tablet.,I need my glasses.,I need my keys.,I need my glasses.,I need my glasses.,accepted,1,0.805,0.641,5,train
